	followers_count	friends_count	statuses_count	favourites_count	listed_count	created_year	name_words	screen_name_length	description_length	cluster
0	0.3631572818761671	0.5143566128141137	0.6227158210635959	0.6763560897302485	0.1590898071167723	0.6923076923076923	0.6666666666666666	0.1111111111111111	0.575	0.0
1	0.29960749108987395	0.542989796600532	0.4816092087119507	0.09269257046703253	0.07954490355838616	0.7692307692307693	0.6666666666666666	0.1111111111111111	0.6875	1.0
2	0.4167573088817293	0.525456715118838	0.6732787285553994	0.8001130342093138	0.0	0.8461538461538461	0.5555555555555556	0.1111111111111111	0.0	0.0
3	0.23220285050808484	0.4911340700752745	0.3023412269443745	0.395820344123474	0.07954490355838616	0.6923076923076923	0.8888888888888888	0.1111111111111111	0.225	0.0
4	0.39931478271351095	0.5113697560015363	0.4467351506081495	0.6288750054446255	0.0	0.6153846153846154	0.4444444444444444	0.1111111111111111	0.475	0.0
5	0.8268153056144121	0.5736089680315629	0.8365988670372151	0.7906693198392388	0.6904084074520926	0.6923076923076923	0.5555555555555556	0.1111111111111111	0.925	1.0
6	0.6339287882575573	0.7359083002972397	0.732158964175351	0.5677106366805464	0.3107732356408455	0.6923076923076923	0.3333333333333333	0.1111111111111111	0.09375	0.0
7	0.44728126467390256	0.5164898411189179	0.5786873641091268	0.650149589891697	0.0	0.4615384615384616	0.8888888888888888	0.0	0.0	0.0
8	0.5887243485720206	0.5013336836282658	0.5300509271040065	0.2607987125028977	0.5838476606124778	0.7692307692307693	0.4444444444444444	0.1111111111111111	0.91875	1.0
9	0.5436653529421583	0.5545457376507141	0.6178954119628538	0.5082128119483367	0.3864276297458956	0.6153846153846154	0.5555555555555556	0.2222222222222222	0.99375	1.0
10	0.3705954346432615	0.4678248983460064	0.7843526915373361	0.8620901262905005	0.18469754637732247	0.6153846153846154	0.5555555555555556	0.2222222222222222	0.13125	0.0
11	0.3050199005653389	0.4748665921524112	0.36599691150233815	0.4546889892097462	0.18469754637732247	0.8461538461538461	0.5555555555555556	0.1111111111111111	0.9125	1.0
12	0.3231596485220546	0.4205095457253787	0.4746108631025597	0.11696500128533953	0.0	0.5384615384615384	1.0	0.0	0.9125	1.0
13	0.4097119743941186	0.4933578690688849	0.6565221568969498	0.5670011947882303	0.0	0.6153846153846154	0.7777777777777778	0.1111111111111111	0.4125	0.0
14	0.4358532593490516	0.11363772355589695	0.25021042800901105	0.0	0.2521513785270459	0.8461538461538461	0.4444444444444444	0.0	0.175	0.0
15	0.3253951916385829	0.4247626645028683	0.5455144476083037	0.3192812131455674	0.07954490355838616	0.9230769230769232	0.5555555555555556	0.2222222222222222	0.6875	0.0
16	0.41325143412476617	0.2533798287475657	0.2783133606646937	0.0	0.36471039993868143	0.7692307692307693	0.5555555555555556	0.1111111111111111	0.45	0.0
17	0.5104971754353629	0.5676263362697546	0.402600968150983	0.2568737065004685	0.2642424499357087	0.6923076923076923	0.6666666666666666	0.1111111111111111	0.5125	1.0
18	0.3812600188739372	0.3688597037631027	0.4402701175830202	0.0	0.07954490355838616	0.6923076923076923	0.3333333333333333	0.0	0.50625	0.0
19	0.5956031843888339	0.6142443754549678	0.6222153477238945	0.3112396632294925	0.6130811388512206	0.8461538461538461	0.3333333333333333	0.1111111111111111	0.99375	1.0
20	0.28226797756509275	0.4743652310169226	0.3331690933876024	0.676606329400554	0.12607568926352294	0.9230769230769232	1.0	0.1111111111111111	0.1	0.0
21	0.5287289733070867	0.5359462944528679	0.7138659433332843	0.6569351243104173	0.3547250580297217	0.6923076923076923	0.5555555555555556	0.0	0.925	1.0
22	0.6596462300375739	0.4775705710180476	0.6115192723437317	0.5000690543714821	0.6534072222619043	0.6153846153846154	0.3333333333333333	0.1111111111111111	0.8625	1.0
23	0.2843171956079754	0.4712909098317769	0.3873730537063572	0.29500878232726035	0.12607568926352294	0.3076923076923077	0.2222222222222222	0.0	0.2	0.0
24	0.4167573088817293	0.4854053441596981	0.7235988986688351	0.6804328447190088	0.0	0.8461538461538461	0.6666666666666666	0.0	0.0	0.0
25	0.5121147642381414	0.4985734130704101	0.6662617711314764	0.7783797699232642	0.2056205928219091	0.4615384615384616	0.5555555555555556	0.1111111111111111	0.0	0.0
26	0.4114278893600738	0.4933578690688849	0.651612869700828	0.6736971345602252	0.12607568926352294	0.9230769230769232	0.6666666666666666	0.1111111111111111	0.0875	0.0
27	0.28531897719450505	0.43472404849703455	0.4542008521403664	0.24386764157673474	0.0	0.7692307692307693	0.7777777777777778	0.3333333333333333	0.0	0.0
28	0.5574737913853293	0.5961920563198171	0.7209502778153075	0.6623650580597946	0.5273315329983814	0.4615384615384616	0.3333333333333333	0.0	0.73125	1.0
29	0.5264628193938634	0.5164898411189179	0.6599514595615684	0.5634678434336693	0.6331775860109229	0.5384615384615384	0.0	0.1111111111111111	0.2375	0.0
30	0.37115659155929775	0.5704778338695171	0.263085446220068	0.058482500642669764	0.07954490355838616	1.0	0.8888888888888888	0.3333333333333333	0.0	0.0
31	0.4772481439423064	0.5052210291925759	0.4143132442505537	0.0	0.4512125267692682	0.9230769230769232	0.4444444444444444	0.2222222222222222	0.325	0.0
32	0.36026576684129463	0.4506154685802008	0.5344716306571781	0.4580869952873512	0.0	0.6923076923076923	0.8888888888888888	0.1111111111111111	0.25625	0.0
33	0.2423140398637482	0.36701755230346267	0.20754510070697332	0.16418113603343595	0.0	0.7692307692307693	0.8888888888888888	0.1111111111111111	0.04375	0.0
34	0.38245262510221295	0.42336933424151496	0.7391117249114193	0.7206501192668368	0.0	0.9230769230769232	0.6666666666666666	0.0	0.0125	0.0
35	0.36091909579142295	0.4180477303744627	0.4113335361237555	0.23393000257067906	0.2943511205031548	0.8461538461538461	0.2222222222222222	0.1111111111111111	0.7375	1.0
36	0.3976358794131814	0.4457718147848785	0.3892380627714545	0.2607987125028977	0.0	0.9230769230769232	0.5555555555555556	0.1111111111111111	0.175	0.0
37	0.6604142596844021	0.4941517957604125	0.6654840994733336	0.6325106605481351	0.6359100731465908	0.8461538461538461	0.5555555555555556	0.1111111111111111	0.5125	0.0
38	0.3503871271046638	0.4661743937924401	0.433417746337604	0.5462177837961393	0.07954490355838616	0.7692307692307693	0.8888888888888888	0.1111111111111111	0.0375	0.0
39	0.4696175488991461	0.5065901180549309	0.8424328113943267	0.8481364268166708	0.2386347106751585	0.8461538461538461	0.6666666666666666	0.0	0.30625	0.0
40	0.3805342263569582	0.4478828058665968	0.4743259658640662	0.5673059720503658	0.07954490355838616	0.4615384615384616	0.6666666666666666	0.0	0.14375	0.0
41	0.13158053788118312	0.3238924964185864	0.25689577847333545	0.0	0.0	0.38461538461538464	0.5555555555555556	0.0	0.16875	0.0
42	0.4812036001296908	0.5753878217086099	0.6496307355142514	0.3411219940020116	0.5125033190094185	0.9230769230769232	0.3333333333333333	0.1111111111111111	0.65	0.0
43	0.2617668197623245	0.4367382110101515	0.3745877961624768	0.29500878232726035	0.0	0.9230769230769232	0.6666666666666666	0.0	0.0875	0.0
44	0.26452716303869084	0.3715475606324012	0.20027771100382066	0.23904504824031175	0.0	0.5384615384615384	0.5555555555555556	0.1111111111111111	0.0	0.0
45	0.27907278378490163	0.5246437601239549	0.4752718683043175	0.29241250321334883	0.07954490355838616	0.9230769230769232	0.4444444444444444	0.0	0.06875	0.0
46	0.30648993716314216	0.4644899723990072	0.4508669255703079	0.4093775044986884	0.0	0.6923076923076923	0.5555555555555556	0.1111111111111111	0.0	0.0
47	0.24040915276212016	0.5752410494400051	0.2366364743990101	0.15117507110970227	0.0	0.8461538461538461	1.0	0.3333333333333333	0.9875	1.0
48	0.3264858446428111	0.4647731239417429	0.5276240784358467	0.4803939232613254	0.2642424499357087	0.6923076923076923	0.6666666666666666	0.1111111111111111	0.7375	0.0
49	0.24772644933921306	0.3882370332587509	0.3400920607768285	0.15117507110970227	0.0	0.8461538461538461	1.0	0.1111111111111111	0.21875	0.0
50	0.3785598081229257	0.0	0.19770759151967146	0.0	0.1590898071167723	1.0	0.3333333333333333	0.2222222222222222	0.78125	1.0
51	0.4672981978557911	0.5766248881795346	0.515648770462648	0.5447732402612191	0.3903181391992317	0.7692307692307693	0.6666666666666666	0.0	0.5375	0.0
52	0.3843180956942404	0.4818114627292449	0.6371648227296659	0.6594219247827919	0.1590898071167723	0.38461538461538464	0.3333333333333333	0.1111111111111111	0.0	0.0
53	0.43107293273849373	0.32230075145121057	0.8379211798575572	0.8862500184028074	0.37389602406154104	0.38461538461538464	0.3333333333333333	0.0	0.96875	1.0
54	0.3991302832257727	0.5231320740457596	0.7131985211031587	0.7832475949940477	0.2386347106751585	0.8461538461538461	0.6666666666666666	0.3333333333333333	0.61875	0.0
55	0.3953304622440889	0.4797184394896581	0.7869925039241206	0.8447011129925972	0.3547250580297217	0.6923076923076923	0.5555555555555556	0.0	0.5625	0.0
56	0.36771759521169295	0.4375302199744833	0.5754061064177864	0.609998948056116	0.0	0.6923076923076923	0.6666666666666666	0.1111111111111111	0.0	0.0
57	0.5046652973205469	0.6111752868962139	0.6797271899484254	0.7334488461247181	0.1590898071167723	0.6153846153846154	0.7777777777777778	0.1111111111111111	0.0	0.0
58	0.3208476619348761	0.5249156419324559	0.24592629445809286	0.13579216130148314	0.12607568926352294	0.4615384615384616	0.8888888888888888	0.0	0.23125	0.0
59	0.1680269532086909	0.3758402843340172	0.3560287966703324	0.2568737065004685	0.0	1.0	0.7777777777777778	0.0	0.0	0.0
60	0.4735404254567481	0.5872451159844959	0.7241932294392136	0.6543366543596478	0.3547250580297217	0.38461538461538464	0.3333333333333333	0.0	0.96875	1.0
61	0.31469623941717745	0.4758602078345692	0.2773130817298337	0.26454921500226075	0.07954490355838616	0.4615384615384616	0.3333333333333333	0.2222222222222222	0.13125	0.0
62	0.36091909579142295	0.385309140229306	0.3854654469713608	0.2568737065004685	0.27518015447133554	0.2307692307692308	0.5555555555555556	0.1111111111111111	0.66875	1.0
63	0.5434689444830272	0.0	0.3794663969401593	0.0	0.5151115912360392	0.9230769230769232	0.3333333333333333	0.1111111111111111	0.5625	1.0
64	0.2617668197623245	0.4548704747067981	0.4758343101116828	0.3153562071431382	0.0	0.9230769230769232	0.7777777777777778	0.0	0.075	0.0
65	0.487588479422883	0.5766970786642673	0.5933315231210612	0.6019879623184792	0.18469754637732247	1.0	0.8888888888888888	0.1111111111111111	0.0375	0.0
66	0.37198969064330334	0.4417545512924616	0.5439999121948158	0.7193721021391862	0.0	0.4615384615384616	0.8888888888888888	0.2222222222222222	0.0	0.0
67	0.4171830333958911	0.5940597921737072	0.3023412269443745	0.058482500642669764	0.12607568926352294	0.8461538461538461	0.3333333333333333	0.0	0.0625	0.0
68	0.24772644933921306	0.4279245222020801	0.3544453882482672	0.4795373431765742	0.12607568926352294	0.7692307692307693	0.8888888888888888	0.1111111111111111	1.0	1.0
69	0.3978244960495809	0.5631540113843436	0.723512272255432	0.7973845788585303	0.12607568926352294	0.8461538461538461	0.4444444444444444	0.1111111111111111	0.71875	1.0
70	0.41858306312434906	0.5543564251182654	0.4396960789469825	0.33337596947968673	0.18469754637732247	0.6923076923076923	0.7777777777777778	0.1111111111111111	0.9125	1.0
71	0.38245262510221295	0.5022334982629989	0.5755477897304203	0.4461838534369626	0.12607568926352294	0.6923076923076923	0.3333333333333333	0.1111111111111111	0.2125	0.0
72	0.7578778028348496	0.7013257630655813	0.7068918503739857	0.34403167591490075	0.7127224895693092	0.7692307692307693	0.4444444444444444	0.1111111111111111	0.48125	1.0
73	0.3994987801612063	0.42195191062386894	0.582446301712862	0.6385188342397099	0.2233107765292328	0.6923076923076923	0.6666666666666666	0.1111111111111111	0.14375	0.0
